Trait,Stratum,Feature,Total width (bp),Proportion of SNPs,Coefficient,Coefficient_std_error,Coefficient_z-score,Coefficient_p,Coefficient_holm,Proportion of h2,Proportion of h2 standard error,Enrichment,Enrichment_std_error
Conscientiousness,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,5.88197685478e-7,4.64273487749e-7,1.26692068576,0.10259182568832494,0.41036730275329975,0.204435638424,0.167029616315,49.6580944225,40.5720476245
Coronary artery disease,Non-brain-linked,CG-DMRs (NeuN+),11864925,0.00411686434612,-1.31543428698e-7,8.57519047951e-8,-1.53400007862,0.9374851832798456,1,-0.0226199080161,0.0247547471786,-5.49445065817,6.01301016923
Crohns disease,Non-brain-linked,CG-DMRs (NeuN+),11864925,0.00411686434612,-2.74002476343e-7,5.05884177202e-7,-0.5416308489,0.7059635820488197,1,0.00523200284505,0.0238095079969,1.27087083886,5.78340843787
Depressive symptoms,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,7.10996761811e-8,4.76721336383e-8,1.49143054348,0.0679242470211677,0.23624915529201596,0.0477638775661,0.0275558030614,11.6020042319,6.69339593066
Epilepsy,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,3.02118976066e-7,2.10125363434e-7,1.43780346708,0.07524491268002702,0.30097965072010807,0.0858666164598,0.0604305694428,20.8572858469,14.6787856879
Ever smoked,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,1.72991812706e-7,9.50462275884e-8,1.82008078695,0.034373351515255425,0.10312005454576628,0.0737830928224,0.0386015219944,17.9221578899,9.37643768387
Extraversion,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,4.62922832969e-8,9.80286107351e-8,0.472232371241,0.31838046810857284,0.8055390242534423,0.0864088430688,0.180212293685,20.9889944881,43.7741636677
Focal epilepsy,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,1.88719239733e-7,2.2089610505e-7,0.85433484529,0.19645974270990638,0.49749734815773483,0.096049121777,0.136504436321,23.3306501506,33.1573801916
Generalized epilepsy,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,4.37539902296e-7,3.85902806218e-7,1.13380855295,0.12843743126526583,0.38531229379579746,0.0394079234936,0.0371264106671,9.57231528183,9.01812825143
Height,Non-brain-linked,CG-DMRs (NeuN+),11864925,0.00411686434612,-1.43975429331e-7,1.15308494389e-7,-1.24861078183,0.8940962665469901,1,0.00619191333225,0.00856020828715,1.50403627899,2.07930297611
Intracarebral hemorrhage,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,4.74745344995e-7,1.91921269e-6,0.247364634191,0.40231302082879916,1,0.0453252013321,0.158249112374,11.0096416888,38.4392341037
IQ,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,2.87099861862e-7,1.21262847667e-7,2.36758304284,0.008952350706374956,0.008952350706374956,0.0438929490083,0.0171225865219,10.6617428504,4.15913303969
Ischemic stroke,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,-2.50370826761e-7,1.77382279057e-7,-1.41147598336,0.9209478438478333,1,-0.0765443074519,0.0706933121419,-18.5928660788,17.1716399178
Major depressive disorder,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,1.01886755913e-7,4.75857697785e-7,0.214111816174,0.41522993074517167,0.8844315851657952,0.0232212670651,0.089192170518,5.6405227651,21.6650739542
Neuroticism,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,1.85900252804e-7,8.15990666233e-8,2.27821543183,0.011356872646892861,0.022713745293785722,0.0575556558277,0.0220266793745,13.9804596384,5.35035345414
Openness,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,-1.73618537306e-7,3.60504449262e-7,-0.481598875303,0.6849545373445554,0.6849545373445554,-0.0356972656602,0.0927403142358,-8.67098419064,22.5269298278
PTSD,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,-3.90976506238e-7,4.62163171696e-7,-0.845970709442,0.8012154577647937,1,-0.311900469403,0.66868568452,-75.7616581894,162.425969937
Schizophrenia,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,9.66229212199e-7,2.77583156891e-7,3.48086397972,2.4989961741781017e-4,4.454789061479569e-4,0.0598708012968,0.0161101787582,14.5428161492,3.91321583704
Subjective well-being,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,2.98949049736e-8,2.36559336351e-8,1.2637381147,0.10316201996182339,0.20632403992364678,0.03848590536,0.0250113181454,9.34835402004,6.07533210778
Years of education,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,6.41370388554e-8,3.26060865724e-8,1.96702657686,0.024590073453141823,0.07377022035942547,0.057458958247,0.023991787148,13.9569714754,5.82768464804
ADHD,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,5.19618416385e-8,1.87277340733e-8,2.77459309466,0.002763540638976872,0.008290621916930616,0.0510821814693,0.0130764600963,3.71870575882,0.951946570534
Alzheimers disease,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-4.62887247506e-9,2.1891932364e-8,-0.211441932037,0.5837287803668059,1,0.00510337446249,0.027411640894,0.371517962962,1.99552610948
Anorexia nervosa,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-6.82254267692e-8,7.98449944342e-8,-0.854473436346,0.8035786391827243,0.92049581403208,-0.0125130370057,0.0343473354689,-0.910930219404,2.50043421276
Anxiety disorder,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,7.46871285717e-8,7.70090847468e-8,0.969848282411,0.16606106106440555,0.43742494506173557,0.130232766663,0.11309435301,9.48074897053,8.23309830812
Autism spectrum disorder,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,7.6300090616e-9,1.12401894171e-7,0.0678814989539,0.4729399832367357,0.624983663285108,0.0227751004003,0.0244974299532,1.65799295528,1.78337594877
Bipolar disorder,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.8922262769e-8,1.01117227151e-7,0.18713193886,0.4257785934362104,0.4257785934362104,0.0151668402053,0.0217282568561,1.10412308935,1.58178432431
BMI,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,2.38054720233e-8,1.12514259908e-8,2.11577377328,0.01718202634726509,0.028880787108447697,0.0294244087967,0.00710470016538,2.14205257675,0.517211455341
Childhood cognitive performance,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-4.83908784966e-8,6.80242503691e-8,-0.711376872719,0.7615746367196427,0.9453302466296515,-0.0147382158261,0.0332499681193,-1.07291988108,2.42054752497
Cigarettes per day,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-2.46762043504e-8,3.39455886094e-8,-0.726934054212,0.7663668227060919,1,-0.0273955999828,0.0465220212916,-1.99435835534,3.38673297641
College attainment,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,3.58185526449e-8,1.42306670251e-8,2.51699745217,0.005917984253463262,0.017753952760389786,0.0528223832994,0.0158013903783,3.84538982714,1.15031738479
Conscientiousness,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,5.1832212798e-8,7.66238159938e-8,0.676450423745,0.24937735607831926,0.7481320682349578,0.0880621845,0.0836203204132,6.41079419898,6.08743319355
Coronary artery disease,Non-brain-linked,CH-DMRs (NeuN+),39595388,0.0137365483537,-2.82802956665e-8,1.86048235501e-8,-1.52005180755,0.9357510223016838,1,-0.00158178175874,0.0182298873445,-0.115151326083,1.3271083008
Crohns disease,Non-brain-linked,CH-DMRs (NeuN+),39595388,0.0137365483537,-5.23931626662e-8,8.00588074256e-8,-0.654433463987,0.7435837096489675,1,0.0191318847696,0.0113763010054,1.39277235278,0.828177553231
Depressive symptoms,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.37279799468e-8,9.20810155481e-9,1.49085887738,0.06799927493955332,0.23624915529201596,0.0390243520972,0.0182147020396,2.84091396851,1.3260028335
Epilepsy,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,4.0245835293e-8,5.35717830985e-8,0.751250620481,0.22625092040244357,0.45250184080488715,0.031336003932,0.0515219890572,2.28121381916,3.75072308782
Ever smoked,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,2.32776721658e-8,1.97678947325e-8,1.17754937897,0.11948815041435269,0.13610997205051875,0.0409362065501,0.0267013090231,2.98009408885,1.94381502074
Extraversion,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,2.9445840881e-9,1.7429875229e-8,0.168938908019,0.43292234742430924,0.8055390242534423,0.0301072563951,0.107704109972,2.19176285191,7.84069674551
Focal epilepsy,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,9.60548107388e-8,5.06615472321e-8,1.89601020867,0.028979347314513418,0.14489673657256708,0.162705889587,0.11913618322,11.8447433371,8.67293443388
Generalized epilepsy,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-2.08491318095e-8,6.62533941649e-8,-0.314687754074,0.6235006284709732,0.8630608898487316,-3.7545293469e-4,0.0208694404218,-0.0273324073139,1.51926378333
Height,Non-brain-linked,CH-DMRs (NeuN+),39595388,0.0137365483537,-3.86650298219e-8,3.01397357474e-8,-1.28285895225,0.9002292520130417,1,0.0189146682016,0.0070219520358,1.37695931427,0.511187516324
Intracarebral hemorrhage,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,3.43046055893e-7,4.88507980169e-7,0.70223224557,0.24126716963601763,1,0.118493251201,0.135958460483,8.62612995275,9.897570844
IQ,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,7.32854196499e-8,2.29603776866e-8,3.19182117343,7.068941677574004e-4,0.0021206825032722013,0.0464523732376,0.0107359209603,3.38166270314,0.781558851891
Ischemic stroke,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-1.86768634254e-8,4.11266374742e-8,-0.454130572604,0.6751325751196358,1,0.00278679653966,0.0497716794507,0.202874584496,3.62330318863
Major depressive disorder,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,6.33642154346e-8,1.01251097057e-7,0.625812630938,0.2657189230319333,0.8844315851657952,0.054896533345,0.0611667148705,3.99638482182,4.45284457897
Neuroticism,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.52593254899e-8,1.26689731063e-8,1.20446427361,0.11420509131444485,0.11420509131444485,0.0261328489268,0.0122001690807,1.9024319832,0.888153906395
Openness,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,6.07028076819e-8,6.78907042746e-8,0.894125467256,0.1856273823127725,0.5568821469383175,0.0519413523989,0.0557996987392,3.78125210653,4.06213390019
PTSD,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-2.34418560368e-7,8.69960974511e-8,-2.69458708191,0.9964762045978501,1,-0.688364897696,1.27109864944,-50.1119262256,92.5340643593
Schizophrenia,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.53979823044e-7,4.384936225e-8,3.51156356998,2.2273945307397844e-4,4.454789061479569e-4,0.0407460572447,0.00857676001879,2.96625150624,0.624375192221
Subjective well-being,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.20015961487e-8,4.48297028961e-9,2.67715272986,0.0037125389834885714,0.018562694917442855,0.0593348210135,0.0158529917452,4.3194854694,1.15407388646
Years of education,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.10330038972e-8,5.76494608619e-9,1.91380868655,0.02782230259074373,0.07377022035942547,0.0439714358571,0.0136733346355,3.20105420407,0.995398136669
ADHD,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.24416372467e-7,4.20545038614e-8,2.95845536253,0.0015459250853930844,0.0061837003415723376,0.18519307553,0.0495580882973,7.52948096679,2.0149062351200002
Alzheimers disease,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.22556029702e-8,5.39216592033e-8,0.227285346024,0.4101009335676022,1,0.101733863579,0.128833378987,4.13624098691,5.23803858322
Anorexia nervosa,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,2.01770650265e-8,2.02156390247e-7,0.0998091873415,0.46024790701604,0.92049581403208,0.0553123780291,0.145668341543,2.24886106787,5.92250548232
Anxiety disorder,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,2.04286971983e-7,1.63937306931e-7,1.24612863178,0.10635858742920257,0.42543434971681027,0.632308277737,0.41885037477,25.7080516037,17.0293944077
Autism spectrum disorder,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.1739602969e-7,2.40172163648e-7,0.488799484117,0.312491831642554,0.624983663285108,0.0924120036931,0.0888032729249,3.75723779585,3.61051595133
Bipolar disorder,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.24809341669e-7,2.45182405212e-7,1.32476611194,0.09262436891746025,0.27787310675238075,0.150384830515,0.0907368977384,6.11426596711,3.68913223431
BMI,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,6.32226518514e-8,2.59737819036e-8,2.43409496877,0.0074645387756616605,0.022393616326984982,0.0950498050344,0.0283451379704,3.86448411128,1.15244145192
Childhood cognitive performance,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.14415296906e-8,1.66854065863e-7,0.0685720760321,0.47266512331482574,0.9453302466296515,-0.00412975873933,0.141389632088,-0.167905520961,5.74854400285
Cigarettes per day,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,-2.69265265536e-8,6.53178745889e-8,-0.412238253665,0.6599175993715666,1,-0.0637644037555,0.159233076995,-2.59249900712,6.47401323773
College attainment,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,7.37579855167e-8,3.37026826083e-8,2.18849004911,0.014316962660370917,0.028633925320741833,0.186286299741,0.0644475168889,7.57392869178,2.62027265536
Conscientiousness,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.55147378975e-7,1.70866621418e-7,2.07850647497,0.01883136757541868,0.09415683787709339,0.728895978626,0.351942924975,29.6350626617,14.3091071165
Coronary artery disease,Non-brain-linked,CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.66573968253e-8,4.60499875962e-8,0.796034890317,0.21300587809836297,1,0.159803702713,0.0752615485067,6.49721343284,3.05994376621
Crohns disease,Non-brain-linked,CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,-6.83809398648e-7,1.72602669694e-7,-3.96175447263,0.9999627994856815,1,-0.0809481353554,0.0471182478634,-3.29114597137,1.91570850833
Depressive symptoms,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.50205970744e-8,1.76802656165e-8,0.849568518949,0.19778251032797514,0.23624915529201596,0.0934845830009,0.0593966022285,3.80084615141,2.41491526987
Epilepsy,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.09432741402e-9,7.8893842122e-8,0.0138708850348,0.4944664949360009,0.4944664949360009,0.0164824593984,0.144825793472,0.670135014343,5.88824961369
Ever smoked,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,5.89267415305e-8,3.95366138437e-8,1.49043470853,0.06805498602525938,0.13610997205051875,0.166925317615,0.091222435292,6.78676024069,3.70887296035
Extraversion,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.0055930714e-8,4.86880440846e-8,0.617316453743,0.26851300808448075,0.8055390242534423,0.333132783937,0.503975659005,13.5443344676,20.4903726629
Focal epilepsy,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,7.47268997391e-8,9.46559545429e-8,0.789457991312,0.21492218663042045,0.49749734815773483,0.15596674151,0.339854582702,6.34121231743,13.817625765
Generalized epilepsy,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,2.33155105478e-8,1.3517875711e-7,0.172479101349,0.4315304449243658,0.8630608898487316,0.00790083227545,0.0819611988899,0.321227810865,3.33233456646
Height,Non-brain-linked,CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,-7.27370243754e-8,4.97883257946e-8,-1.46092529151,0.9279820275264378,1,0.0676911180624,0.0217577947351,2.7521492562,0.884616775593
Intracarebral hemorrhage,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,-1.67822899673e-6,8.34711254289e-7,-2.01055034074,0.9778135130739337,1,-0.85250594877600006,0.811930616138,-34.6607306835,33.011040521300004
IQ,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.29477128129e-7,4.91635473438e-8,2.63360020023,0.0042242451624137384,0.008448490324827477,0.126636450856,0.0391423160232,5.14871705485,1.59142733955
Ischemic stroke,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.21129033467e-8,9.59091129013e-8,0.126295645745,0.4497489514270614,1,0.152728486559,0.19711970693,6.20955308043,8.01438756426
Major depressive disorder,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.09209146259e-7,1.63020942738e-7,0.669908690411,0.25145799974264754,0.8844315851657952,0.137602013757,0.170409395535,5.59454904356,6.92841401641
Neuroticism,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.02616869912e-7,3.46492610934e-8,2.96158898269,0.0015302802128988509,0.004590840638696553,0.187545646263,0.0504238538142,7.62513052879,2.05010606623
Openness,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.14131199281e-7,1.34610272164e-7,0.847863966441,0.1982568670891277,0.5568821469383175,0.212445839846,0.183357089413,8.6375092752,7.45483442572
PTSD,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,9.85476987139e-8,2.3336218258e-7,0.422295067798,0.33640482888799184,1,0.388010073441,1.07704720047,15.7755059391,43.7900087414
Schizophrenia,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.17013533276e-7,8.69708459107e-8,3.64505519012,1.3366721255525963e-4,4.010016376657789e-4,0.127171886344,0.0287526037871,5.17048650443,1.16900797906
Subjective well-being,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.18873304977e-8,1.05278457615e-8,1.1291322809,0.12942101775124412,0.20632403992364678,0.117827602096,0.0636014535237,4.79057159566,2.58587386379
Years of education,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.12707315764e-8,1.24959333264e-8,2.50247266527,0.0061664574359034646,0.030832287179517325,0.192673598038,0.051027544284,7.83362004806,2.07465059031
ADHD,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,4.49322985452e-8,1.92465007435e-8,2.33456975603,0.009782954020680058,0.016663712147472417,0.119003154336,0.0386037007889,2.86580763535,0.929645782003
Alzheimers disease,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,-3.33950366453e-8,4.09846697214e-8,-0.814817756794,0.7924116823818238,1,0.0437940535433,0.168255575041,1.05463870876,4.05189353453
Anorexia nervosa,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,9.07222410296e-8,9.38853861583e-8,0.966308439917,0.16694493203333538,0.6677797281333415,0.145308941533,0.103318161554,3.49929778292,2.48808510919
Anxiety disorder,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,8.1621749867e-8,7.73972674988e-8,1.05458180249,0.14580831502057853,0.43742494506173557,0.52726536048,0.359772353356,12.6974877628,8.66395822016
Autism spectrum disorder,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,1.67858652231e-7,1.07070685594e-7,1.56773678341,0.0584712867623598,0.292356433811799,0.161149571747,0.0641337566172,3.88076833526,1.54445493838
Bipolar disorder,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,1.67371234141e-7,1.09110028794e-7,1.53396746377,0.06251882866478008,0.2500753146591203,0.15794920683,0.0655570666182,3.80369785537,1.57873077494
BMI,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,5.64717050979e-8,1.71936704627e-8,3.28444733312,5.109129711368764e-4,0.0020436518845475056,0.140855848253,0.0278974671418,3.39205937573,0.671820631881
Childhood cognitive performance,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,8.57500789641e-8,8.77984493439e-8,0.97666962919,0.16436636774111058,0.8218318387055529,0.121234199175,0.11863990888,2.91953516358,2.85706003863
Cigarettes per day,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,2.92189110075e-8,4.11763268156e-8,0.709604602139,0.23897468247031053,1,0.0949285026339,0.142037655572,2.28604719915,3.42051939812
College attainment,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,4.2604208473e-8,1.59571397109e-8,2.66991511291,0.0037935212623542085,0.015174085049416834,0.188028736765,0.0495185332671,4.52806644069,1.19249436303
Conscientiousness,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,-1.75225957856e-8,8.29744990941e-8,-0.211180494934,0.5836267848376747,0.7481320682349578,0.148934439662,0.244213013188,3.5866062268,5.88108375571
Coronary artery disease,Non-brain-linked,DARs (NeuN+),118141333,0.0415251717765,-1.45181876678e-8,3.77943978445e-8,-0.384135969769,0.6495611635897456,1,0.104770050746,0.10241052087,2.52304918352,2.46622750705
Crohns disease,Non-brain-linked,DARs (NeuN+),118141333,0.0415251717765,-2.76160072533e-7,1.28221209297e-7,-2.15377841191,0.9843712232644835,1,0.0500146859123,0.061809349993,1.20444260126,1.48847909229
Depressive symptoms,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,1.53212958309e-8,9.80441178398e-9,1.56269403697,0.05906228882300399,0.23624915529201596,0.132096197248,0.0543588927728,3.18111139814,1.3090588298
Epilepsy,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,6.47350154168e-8,5.4224736202e-8,1.19382812995,0.11627260280322047,0.34881780840966137,0.170701175346,0.143136354872,4.11078794003,3.4469780316
Ever smoked,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,8.20203451268e-8,2.12909491197e-8,3.85235738744,5.849305589718019e-5,2.9246527948590095e-4,0.342036455835,0.0807633716844,8.23684625981,1.94492564942
Extraversion,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,4.31045687064e-8,2.45990266418e-8,1.75228757357,0.03986218584707811,0.15944874338831244,0.691539092965,0.481059711366,16.6534914458,11.584773543
Focal epilepsy,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,5.5020521679e-8,5.66774392176e-8,0.970765836258,0.1658324493859116,0.49749734815773483,0.132357899154,0.334798941072,3.18741364556,8.06255403046
Generalized epilepsy,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,2.67738786831e-7,8.56990863105e-8,3.124173178,8.91527399351443e-4,0.004457636996757215,0.24765911552,0.0728873893458,5.96407202969,1.75525798516
Height,Non-brain-linked,DARs (NeuN+),118141333,0.0415251717765,-4.59653809141e-8,3.69316700047e-8,-1.2446060768,0.8933617072265666,1,0.120020658812,0.0247380971949,2.89031095303,0.595737383775
Intracarebral hemorrhage,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,1.40456357749e-8,5.26999414259e-7,0.0266520899167,0.4893686131251439,1,0.186657582557,0.383613992254,4.49504660841,9.23810729356
IQ,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,1.21807282953e-7,2.7784816834e-8,4.38395126666,5.827292791208982e-6,2.330917116483593e-5,0.189778709768,0.0353568002437,4.57020890341,0.851454641393
Ischemic stroke,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,9.27136017447e-8,4.5675701383e-8,2.02982327447,0.021187253134883913,0.10593626567441956,0.404372658492,0.166628511631,9.73801290139,4.01271095345
Major depressive disorder,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,6.40345905383e-8,8.33287999773e-8,0.768456890724,0.2211078962914488,0.8844315851657952,0.158548200895,0.147347852926,3.81812269792,3.54839839601
Neuroticism,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,5.45617707255e-8,1.60739792647e-8,3.39441589584,3.438758046017414e-4,0.0013755032184069656,0.17303654272,0.0412334919818,4.16702774047,0.992975831714
