Trait,Stratum,Feature,Total width (bp),Proportion of SNPs,Coefficient,Coefficient_std_error,Coefficient_z-score,Coefficient_p,Coefficient_holm,Proportion of h2,Proportion of h2 standard error,Enrichment,Enrichment_std_error
Focal epilepsy,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,2.68717903309e-7,2.22106723207e-7,1.20985938394,0.11316642735818977,0.3250510127202918,0.175653296552,0.156147138571,42.6667681478,37.9286576974
Generalized epilepsy,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,5.7947259632e-7,3.74572175993e-7,1.54702520224,0.06092858430457545,0.18278575291372634,0.0603288857518,0.0359011589095,14.6540863822,8.72051053694
Height,Non-brain-linked,CG-DMRs (NeuN+),11864925,0.00411686434612,-2.18311474965e-7,1.16545810459e-7,-1.87318166226,0.9694783481628183,1,-0.00251612261087,0.00855597686623,-0.611174524912,2.07827514994
Intracarebral hemorrhage,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,2.9871739987e-7,1.89046357778e-6,0.158012777068,0.43722336527940014,1,0.0254277485083,0.146717296133,6.17648442369,35.6381177026
IQ,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,3.67861890332e-7,1.22589510276e-7,3.00076156193,0.001346526757543539,0.002693053515087078,0.0630588201569,0.0175619405267,15.3171965009,4.26585358422
Ischemic stroke,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,-2.30074564412e-7,1.7689318045e-7,-1.30064123347,0.9033093568953057,1,-0.0643327371912,0.0690216040931,-15.6266351724,16.7655764898
Major depressive disorder,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,1.46031451531e-7,4.73622882894e-7,0.308328539024,0.3789161760761652,1,0.0365559815038,0.0882467946926,8.8795691163,21.4354390316
Neuroticism,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,2.19676399279e-7,8.35691660801e-8,2.62867765209,0.004285878505777624,0.008571757011555247,0.0739633397338,0.0221411055205,17.9659404623,5.3781479444
Openness,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,-7.63167419145e-8,3.59018520237e-7,-0.212570487629,0.5841690036044381,0.5841690036044381,0.00184618199517,0.0925773854476,0.448443728031,22.487353885
PTSD,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,-2.98950806737e-7,4.62335085407e-7,-0.646610685999,0.7410580298750673,1,-0.239078501303,0.738344822669,-58.0729606813,179.346405563
Schizophrenia,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,1.15007303025e-6,2.80781542688e-7,4.09597090763,2.102013633927525e-5,4.20402726785505e-5,0.0777764481729,0.0163036370944,18.8921571453,3.96020750836
Subjective well-being,Brain-linked (non-sig),CG-DMRs (NeuN+),11864925,0.00411686434612,3.6349985843e-8,2.33564695593e-8,1.55631336965,0.05981679688414992,0.2697352392139963,0.0493403960865,0.0243853426519,11.9849458078,5.92328058486
Years of education,Brain-linked (sig),CG-DMRs (NeuN+),11864925,0.00411686434612,7.32716384341e-8,3.23152304755e-8,2.26740262582,0.011682820618169807,0.05841410309084903,0.0683579418923,0.0236235066972,16.6043707407,5.73822810543
ADHD,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,4.25779582948e-8,1.84055988065e-8,2.31331557003,0.010352647629791798,0.020705295259583596,0.0537286273227,0.0132202250023,3.91136302507,0.962412438836
Alzheimers disease,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-5.31327429462e-9,2.17138546435e-8,-0.244695121242,0.5966537470434476,1,0.00492954424243,0.0278729049861,0.358863385146,2.02910543962
Anorexia nervosa,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-7.60672838304e-8,7.85068202757e-8,-0.968925802411,0.8337088947179385,1,-0.0119106409157,0.0349496095269,-0.867076692702,2.54427885572
Anxiety disorder,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,7.561587269e-8,7.60923581292e-8,0.993738064492,0.16017520303039776,0.9394003460031328,0.12560741801,0.107845722363,9.14403056544,7.85100591404
Autism spectrum disorder,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-5.70441816869e-9,1.11572732836e-7,-0.0511273500585,0.5203879788535916,1,0.0238069764363,0.0248142082416,1.73311197422,1.80643693034
Bipolar disorder,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-2.3354551661e-8,1.00408984998e-7,-0.232594241057,0.5919617501740019,0.5919617501740019,0.0179225135844,0.0217816753143,1.30473195471,1.58567310749
BMI,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.59940049035e-8,1.16711760958e-8,1.37038502137,0.08528337265162558,0.08528337265162558,0.031023171828,0.00714257872595,2.25844011386,0.519968957414
Childhood cognitive performance,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-6.72520644165e-8,6.84048313199e-8,-0.98314787302,0.8372326671860373,1,-0.0125271282895,0.0337058352117,-0.911956043609,2.45373396167
Cigarettes per day,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-3.29783443554e-8,3.29728392093e-8,-1.00016696003,0.841385142135422,1,-0.0253527588763,0.0473065286526,-1.84564260421,3.44384392894
College attainment,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,2.85670557936e-8,1.40511967349e-8,2.03306923478,0.021022764345636793,0.06306829303691038,0.0557489742464,0.0158232804613,4.05844123362,1.15191094981
Conscientiousness,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,4.96680034124e-8,7.63541794587e-8,0.650494887962,0.25768630138442983,1,0.0911990413307,0.0862751393532,6.63915264463,6.28070000787
Coronary artery disease,Non-brain-linked,CH-DMRs (NeuN+),39595388,0.0137365483537,-2.61279805694e-8,1.85268855826e-8,-1.41027375879,0.9207705680847919,1,-0.00194563959087,0.0179740236224,-0.141639627421,1.30848180777
Crohns disease,Non-brain-linked,CH-DMRs (NeuN+),39595388,0.0137365483537,-2.1865742407e-8,7.89709525062e-8,-0.276883356641,0.60906516367736,1,0.0179070592243,0.0112012076823,1.3036069006,0.815431023421
Depressive symptoms,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,9.85804460743e-9,9.29970932432e-9,1.06003792846,0.1445636722644857,0.2891273445289714,0.0416809453319,0.0183338578755,3.0343099488,1.33467719863
Epilepsy,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,2.19567079444e-8,5.33579581619e-8,0.411498278809,0.34035360154093075,0.47283496973416295,0.0374702526494,0.0535458268966,2.72777787291,3.89805542978
Ever smoked,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.5468260672e-8,1.96706627437e-8,0.786361947916,0.21582773483085319,0.21582773483085319,0.0440497188647,0.0269837221401,3.20675308895,1.96437426967
Extraversion,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,3.70847663856e-10,1.75662019087e-8,0.0211114312464,0.4915783830559622,1,0.0363027444231,0.1154483593,2.6427850351,8.40446641527
Focal epilepsy,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,8.28062588256e-8,5.01012033244e-8,1.65277984023,0.04918783921050941,0.24593919605254705,0.182647938462,0.1326716853,13.2964944147,9.65829856846
Generalized epilepsy,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-5.11586575519e-8,6.64564089692e-8,-0.769807733301,0.7792930241418451,0.7792930241418451,0.00213260367286,0.0211578788429,0.155250330574,1.54026166531
Height,Non-brain-linked,CH-DMRs (NeuN+),39595388,0.0137365483537,-2.19229788185e-8,2.95114364809e-8,-0.742863832898,0.7712179378553463,1,0.017002699734,0.00695259464716,1.23777089384,0.506138403049
Intracarebral hemorrhage,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,3.60737448556e-7,4.8656828087e-7,0.741391214221,0.22922813500534392,1,0.113758144171,0.130795129069,8.28142130334,9.52168810542
IQ,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,5.39544540545e-8,2.29603030197e-8,2.34990165453,0.00938918591913677,0.00938918591913677,0.0499454236232,0.0109748905982,3.63595150231,0.798955481071
Ischemic stroke,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-2.24704024816e-8,4.028063252e-8,-0.557846316599,0.7115253339578922,1,0.00411577643581,0.0498113253188,0.299622316307,3.62618934802
Major depressive disorder,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,5.7407898092e-8,9.98927796702e-8,0.574695170978,0.28274873697494773,1,0.055825354042,0.0611983578336,4.06400156754,4.45514813895
Neuroticism,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,7.75830506455e-9,1.24320027189e-8,0.624059151208,0.2662943696489316,0.2662943696489316,0.0288319627227,0.0123434615598,2.09892339621,0.898585382729
Openness,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,4.0269664142e-8,6.73507069964e-8,0.597910043381,0.2749499790389984,0.5498999580779969,0.0574169069848,0.0577786345355,4.17986422108,4.20619744114
PTSD,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,-2.55354396782e-7,8.57236836093e-8,-2.97880802633,0.9985531399263311,1,-0.833562262825,2.31230214202,-60.6820753919,168.332108072
Schizophrenia,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.112916082e-7,4.39578221307e-8,2.53178166718,0.005674231499700293,0.005674231499700293,0.044227430155,0.00857045459091,3.21969020282,0.623916166582
Subjective well-being,Brain-linked (non-sig),CH-DMRs (NeuN+),39595388,0.0137365483537,1.04854822584e-8,4.58591551436e-9,2.28645343019,0.0111138727990806,0.0889109823926448,0.0610526829692,0.0158882783577,4.44454322855,1.15664269863
Years of education,Brain-linked (sig),CH-DMRs (NeuN+),39595388,0.0137365483537,8.87780402225e-9,5.62758665517e-9,1.57755083417,0.0573344175105434,0.17200325253163018,0.0459246561077,0.0137876223293,3.34324569209,1.00371810838
ADHD,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.49250160646e-7,4.12068535424e-8,3.62197420611,1.4618163941574561e-4,0.0010232714759102193,0.236350814419,0.0478145098179,9.60942493969,1.9440167543
Alzheimers disease,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.54957589238e-8,5.34789680703e-8,0.289754261965,0.38600212052856137,1,0.11046061519,0.121332211304,4.49104858417,4.93306012147
Anorexia nervosa,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,4.72101000308e-8,1.99440736359e-7,0.236712423413,0.40643994817688456,1,0.089925983799,0.138216535643,3.65616252928,5.61953394553
Anxiety disorder,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.9494080409e-7,1.63697357285e-7,1.19086103358,0.11685407195492299,0.8179785036844609,0.588762134978,0.390471169837,23.9375758333,15.8755678794
Autism spectrum disorder,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.70572224535e-7,2.38253698781e-7,0.715926868743,0.23701825334968504,0.8713271848319599,0.125767129253,0.0853068434963,5.11337264233,3.46835999459
Bipolar disorder,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,4.80192035927e-7,2.47473287384e-7,1.9403792668,0.026166807206187893,0.13083403603093946,0.242361554106,0.0883571288462,9.85380637751,3.59237686412
BMI,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,8.7934680386e-8,2.55127790237e-8,3.44669156991,2.837480305289893e-4,0.0011349921221159571,0.136904746361,0.0269768464907,5.56619991887,1.09681018912
Childhood cognitive performance,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,7.63824636173e-8,1.64416595063e-7,0.464566630808,0.3211209166715099,1,0.0860963704775,0.130286182055,3.50046016011,5.29710587295
Cigarettes per day,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.62529211344e-10,6.66227782334e-8,0.00544152046728,0.4978291581290946,1,0.0489327540808,0.15397194412,1.98948173116,6.26010891259
College attainment,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,9.3625309356e-8,3.2037952315e-8,2.92232501115,0.0017371439387290348,0.008685719693645174,0.25207192632,0.0582307031995,10.2486054949,2.36751277103
Conscientiousness,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.34895273877e-7,1.70886633579e-7,1.95975113362,0.025012442682026133,0.20009954145620906,0.694512989861,0.348124172975,28.2371375031,14.1538463412
Coronary artery disease,Non-brain-linked,CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,2.48775886642e-8,4.59955652055e-8,0.540869289311,0.2942988399924973,1,0.128531125549,0.0725415038027,5.22574972469,2.94935364415
Crohns disease,Non-brain-linked,CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,-7.61534539509e-7,1.78507469387e-7,-4.26612142408,0.9999900549722377,1,-0.112834463721,0.0468266577477,-4.58756324745,1.90385319344
Depressive symptoms,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,2.80932224918e-8,1.77840583606e-8,1.57968568941,0.0570894322464961,0.1712682967394883,0.171826024761,0.0567082342392,6.98601056944,2.30561304273
Epilepsy,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,7.53927188777e-8,7.51445409014e-8,1.00330267473,0.15785742299903194,0.47283496973416295,0.216774749975,0.128899784817,8.81351178682,5.24073847593
Ever smoked,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,8.43928726389e-8,3.80515023106e-8,2.21785915179,0.013282218717311941,0.0484450601338084,0.265568437696,0.0855182189831,10.7973394323,3.47695398602
Extraversion,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.57621292119e-8,4.65694849721e-8,0.767930528615,0.22126422956076916,1,0.444777284454,0.50498360752,18.0835168279,20.5313532943
Focal epilepsy,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.26587907016e-7,9.3148551787e-8,1.35898953432,0.08707495254729118,0.3250510127202918,0.440972261115,0.340342082607,17.928814225099998,13.8374462752
Generalized epilepsy,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.40724423427e-7,1.29063585592e-7,1.09034955741,0.13777959641151444,0.2755591928230289,0.110840867426,0.0713819984247,4.5065086761,2.90221109495
Height,Non-brain-linked,CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,-1.25136108943e-7,5.0103951511e-8,-2.49752973905,0.9937469012653232,1,0.0281873651125,0.0211886208474,1.14602680749,0.861475608234
Intracarebral hemorrhage,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,-1.61133138461e-6,8.37454163674e-7,-1.92408307762,0.9728279145632007,1,-0.784221108181,0.775618595804,-31.8844421743,31.5346858293
IQ,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.874175845e-7,4.99973744444e-8,3.74854853045,8.893046226446604e-5,3.5572184905786414e-4,0.208808415134,0.0390346737783,8.48962080771,1.58705087875
Ischemic stroke,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,2.49893979777e-8,9.42762438899e-8,0.265065693611,0.39547942742740266,1,0.197043247258,0.189549959249,8.01127890783,7.70662081364
Major depressive disorder,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.39348690832e-7,1.62450540557e-7,0.857791487518,0.19550380552581423,1,0.187543131471,0.163425624648,7.62502828372,6.64447159674
Neuroticism,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.22877491275e-7,3.52761947499e-8,3.48329779178,2.4763855540251657e-4,9.905542216100663e-4,0.246854370136,0.0477991936226,10.0364728875,1.94339403663
Openness,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.80364893955e-7,1.3593580011e-7,1.32683880044,0.09228100620408113,0.3691240248163245,0.360299714405,0.183724965257,14.6488729894,7.46979132493
PTSD,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.55021246369e-7,2.26579772378e-7,0.684179548519,0.2469308974497907,1,0.803013599517,1.51784232869,32.648497231,61.7116211918
Schizophrenia,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,4.48521488817e-7,9.20670214706e-8,4.87168457992,5.532536055281406e-7,2.766268027640703e-6,0.204970983012,0.0294702401681,8.33360054593,1.19818525502
Subjective well-being,Brain-linked (non-sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,1.633110045e-8,1.04638388063e-8,1.56071789257,0.05929516383799397,0.2697352392139963,0.163593810973,0.0602837655939,6.65130962637,2.45098508326
Years of education,Brain-linked (sig),CG-DMRs (NeuN+ vs. NeuN-),69995965,0.0245957292869,3.67426361029e-8,1.22779905879e-8,2.99256102534,0.001383236759151616,0.009682657314061312,0.232970806314,0.048710237358,9.47200237881,1.98043476532
ADHD,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,3.52932530691e-8,1.91573004017e-8,1.84228739588,0.03271656122069192,0.03271656122069192,0.140879594792,0.0383838191976,3.39263123463,0.924350642165
Alzheimers disease,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,-2.87553533722e-8,4.23263760773e-8,-0.679371967014,0.7515488963077037,1,0.0538619555188,0.163215278535,1.29709169678,3.93051422914
Anorexia nervosa,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,8.11886707588e-8,9.31110388363e-8,0.871955374717,0.1916163613995838,1,0.152595703566,0.103962212943,3.67477597414,2.50359501225
Anxiety disorder,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,7.71488376586e-8,7.648578952e-8,1.00866890625,0.15656672433385546,0.9394003460031328,0.526982494774,0.351813569072,12.6906758535,8.47229653778
Autism spectrum disorder,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,1.56324701107e-7,1.06259411526e-7,1.47116099046,0.0706237920325108,0.49436654422757564,0.169867472274,0.0645937382496,4.09071088709,1.55553211429
Bipolar disorder,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,1.37392095698e-7,1.09360923132e-7,1.25631799516,0.10450035004860969,0.22599556885678265,0.198772060019,0.0659632783696,4.78678477452,1.58851307647
BMI,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,5.08796540172e-8,1.69620091491e-8,2.99962425265,0.0013515642258129271,0.004054692677438782,0.155805432877,0.0272683249965,3.75207196531,0.656669769924
Childhood cognitive performance,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,6.97959931314e-8,8.78657780534e-8,0.794347864182,0.21349647329176652,1,0.145164537002,0.117423772618,3.49582026495,2.82777331423
Cigarettes per day,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,1.86206830212e-8,4.05130706326e-8,0.459621616689,0.3228939201626583,1,0.129085273796,0.147768404675,3.10860300569,3.55852603021
College attainment,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,3.56742992125e-8,1.5775773414e-8,2.26133440664,0.011869278591796564,0.047477114367186254,0.212703589739,0.0497429670657,5.12228079112,1.19789912811
Conscientiousness,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,-2.68824901502e-8,8.17044773164e-8,-0.329021016144,0.6289300984857304,1,0.156360621835,0.257331268444,3.76544190296,6.19699467661
Coronary artery disease,Non-brain-linked,DARs (NeuN+),118141333,0.0415251717765,-1.50216547082e-8,3.72787293845e-8,-0.402955115592,0.6565093779156919,1,0.0941278606264,0.103018880823,2.26676631546,2.48087789684
Crohns disease,Non-brain-linked,DARs (NeuN+),118141333,0.0415251717765,-2.68490483576e-7,1.29900395968e-7,-2.06689503582,0.9806279771922407,1,0.0311242171825,0.0600005570596,0.749526512499,1.44492014103
Depressive symptoms,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,1.01873138029e-8,9.79724879576e-9,1.03981372886,0.14921322475009116,0.2891273445289714,0.155756205569,0.0547824929013,3.75088648417,1.31925987438
Epilepsy,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,5.41747054694e-8,5.39415566631e-8,1.00432224839,0.15761165657805432,0.47283496973416295,0.24639995081,0.147257147624,5.93374910371,3.546214051
Ever smoked,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,7.51797485926e-8,2.12474940392e-8,3.53828778367,2.0136543202717134e-4,0.0013293304176096865,0.373184049489,0.0815967543277,8.98693571932,1.96499498586
Extraversion,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,3.95143780379e-8,2.46419044862e-8,1.60354399799,0.05440730172578825,0.32644381035472947,0.733301593659,0.526475919241,17.6592067483,12.6784766135
Focal epilepsy,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,4.67355109413e-8,5.64862870813e-8,0.82737799484,0.20401142450569,0.3250510127202918,0.233610790144,0.347094097812,5.62576336593,8.35864327499
Generalized epilepsy,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,2.51923883576e-7,8.5571923085e-8,2.94400165959,0.0016199913109131113,0.009719947865478668,0.285789066611,0.0726499448517,6.88230907627,1.74953989938
Height,Non-brain-linked,DARs (NeuN+),118141333,0.0415251717765,-2.86172886481e-8,3.68740515352e-8,-0.7760820267,0.7811497224099883,1,0.103294042012,0.0242623975737,2.48750426772,0.584281690737
Intracarebral hemorrhage,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,6.97845922583e-8,5.13958393129e-7,0.135778680125,0.44599812287633733,1,0.165892935106,0.367657430006,3.99499696231,8.85384489161
IQ,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,1.03203079781e-7,2.75921030441e-8,3.74031220515,9.189591123722026e-5,3.5572184905786414e-4,0.21892399272,0.0359862008939,5.27207915956,0.866611728608
Ischemic stroke,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,9.06690155943e-8,4.54890160237e-8,1.99320678968,0.023119403970749113,0.1849552317659929,0.407810216684,0.166631480299,9.82079541729,4.01278244425
Major depressive disorder,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,5.66907775533e-8,8.30165843783e-8,0.682884967839,0.24733976668151192,1,0.186294996601,0.144499887342,4.48631489363,3.4798143189
Neuroticism,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,4.73429474046e-8,1.5787228349e-8,2.99881311387,0.0013551675056354948,0.004065502516906485,0.193834920523,0.0423797827679,4.66788967343,1.02058055283
Openness,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,1.521574924e-7,8.51298017124e-8,1.78735870799,0.03693976546798112,0.18469882733990559,0.46467710826,0.212062506771,11.1902513194,5.10684237293
